2024/10/25,stockCode,publishDate,stockName,style,Current drawdown,Largest drawdown,fall_to_lowest_drawdown,funds
A股,930839,2016/6/8,港股通高息精选,价值,-25.17%,-47.34%,-29.63%,"民生加银港股通高股息A(004532), 民生加银中证港股通指数C(004533), 港股红利ETF(159691)"
A股,931406,2020/2/20,5G 50,成长,-25.09%,-49.57%,-32.68%,"博时5G50ETF联接A(012655), 博时5G50ETF联接C(012658), 博时5G50ETF(159811)"
A股,930939,2018/11/21,500质量,成长,-25.07%,-41.09%,-21.38%,"鹏扬中证500质量成长ETF联接A(007593), 鹏扬中证500质量成长ETF联接C(007594), 易方达中证500质量成长ETF联接发起式A(019320), 易方达中证500质量成长ETF联接发起式C(019321), 鹏扬中证500质量成长ETF(560500), 500成长(562340), 易方达中证500质量成长ETF(159606)"
A股,H30089,2013/7/2,红利潜力,价值,-24.45%,-39.18%,-19.50%,"建信中证红利潜力指数A(007671), 建信中证红利潜力指数C(007672), 山西证券中证红利潜力ETF联接  (008149), 山西证券中证红利潜力ETF(515570)"
A股,931079,2019/4/25,5G通信,成长,-24.44%,-53.32%,-38.22%,"华夏中证5G通信主题ETF联接A(008086), 华夏中证5G通信主题ETF联接C(008087), 银华中证5G通信主题ETF联接A(008889), 银华中证5G通信主题ETF联接C(010524), 华夏中证5G通信主题ETF(515050), 5GETF(159994)"
A股,825,2012/7/20,央企红利,价值,-23.96%,-46.82%,-30.06%,"华泰柏瑞中证中央企业红利ETF发起式联接A(020466), 华泰柏瑞中证中央企业红利ETF发起式联接C(020467), 央企红利(561580), 富国中证中央企业红利ETF(159332)"
A股,931186,2019/5/30,中证科技,成长,-23.34%,-46.18%,-29.79%,"富国中证科技50策略ETF联接A(008749), 富国中证科技50策略ETF联接C(008750), 富国中证科技50策略ETF(515750)"
A股,931187,2019/5/30,科技100,成长,-23.03%,-42.78%,-25.66%,"华泰柏瑞中证科技100ETF联接A(008399), 华泰柏瑞中证科技100ETF联接C(008400), 天弘中证科技100指数增强A(010202), 天弘中证科技100指数增强C(010203), 华泰柏瑞中证科技100ETF(515580), 南方中证科技100ETF(159853)"
A股,930712,2015/7/31,CS物联网,成长,-22.96%,-46.49%,-30.54%,"易方达中证物联网主题ETF联接发起式A(019167), 易方达中证物联网主题ETF联接发起式C(019168), 华夏中证物联网主题ETF发起式联接A(019975), 华夏中证物联网主题ETF发起式联接C(019976), 华夏中证物联网主题ETF(516260), 物联网(516330), 招商中证物联网主题ETF(159701), 易方达中证物联网主题ETF(159895), 南方中证物联网主题ETF(159896)"
A股,914,2007/7/2,300金融,价值,-22.47%,-44.19%,-28.01%,"国投金融地产ETF联接(161211), 国投瑞银金融地产ETF(159933)"
A股,931866,2022/5/9,中证机床,中盘成长,-22.46%,-43.56%,-27.21%,"国泰中证机床ETF发起联接A(017471), 国泰中证机床ETF发起联接C(017472), 华夏中证机床ETF发起式联接A(017573), 华夏中证机床ETF发起式联接C(017574), 华夏中证机床ETF(159663), 国泰中证机床ETF(159667)"
A股,930641,2015/5/19,中证中药,成长,-22.03%,-42.37%,-26.09%,"鹏华中证中药ETF联接A(016891), 鹏华中证中药ETF联接C(016892), 汇添富中证中药ETF联接（LOF）A(501011), 汇添富中证中药ETF联接（LOF）C(501012), 汇添富中证中药ETF(560080), 中医药(561510), 中药(562390), 中药ETF(159647)"
港股,HSHYLV,2017/5/8,恒生港股通高股息低波动指数,价值,-22.00%,-49.75%,-35.58%,富国恒生港股通高股息低波动ETF（QDII）(513950)
A股,399699,2017/6/9,金融科技,成长,-21.55%,-54.45%,-41.94%,"合煦智远金融科技指数（LOF）C(168702), 合煦智远金融科技指数（LOF）A(168701)"
A股,48,2009/8/5,责任指数,价值,-21.48%,-43.55%,-28.11%,"建信上证社会责任ETF联接(530010), 建信上证社会责任ETF(510090)"
A股,399990,2015/1/21,煤炭等权,周期,-21.44%,-62.14%,-51.81%,"招商中证煤炭等权指数C(013596), 招商中证煤炭等权指数A(161724)"
A股,H30035,2012/12/21,300非银,价值,-21.40%,-48.29%,-34.21%,"易方达沪深300非银联接A(000950), 易方达沪深300非银联接C(007882), 易方达沪深300非银ETF(512070)"
A股,931375,2019/11/25,300质量低波,价值,-21.14%,-35.07%,-17.66%,"鹏扬沪深300质量低波A(011132), 鹏扬沪深300质量低波C(011133)"
A股,399291,2019/11/6,创精选88,成长,-21.03%,-49.94%,-36.61%,"国寿安保创精选88ETF联接A(008898), 国寿安保创精选88ETF联接C(008899), 国寿安保创精选88ETF(159804)"
A股,928,2009/7/3,中证能源,价值,-20.42%,-63.11%,-53.64%,汇添富中证能源ETF(159930)
A股,399285,2020/2/18,物联网50,成长,-20.24%,-43.34%,-28.96%,物联网ETF工银(159709)
A股,399998,2015/2/13,中证煤炭,周期,-20.10%,-60.38%,-50.41%,"国泰中证煤炭ETF联接A(008279), 国泰中证煤炭ETF联接C(008280), 富国中证煤炭指数C(013275), 国联煤炭C(016814), 国泰中证煤炭ETF(515223), 国泰中证煤炭ETF(515220), 富国中证煤炭指数A(161032), 国联煤炭A(168204)"
A股,682,2021/8/16,科创信息,成长,-19.92%,-49.88%,-37.41%,"华安上证科创板新一代信息技术ETF发起式联接A(021474), 华安上证科创板新一代信息技术ETF发起式联接C(021475), 嘉实上证科创板新一代信息技术ETF(588100), 华安上证科创板新一代信息技术ETF(588260)"
A股,931468,2020/5/21,红利质量,价值,-19.16%,-36.28%,-21.18%,"华夏中证红利质量ETF发起式联接A(016440), 华夏中证红利质量ETF发起式联接C(016441), 华夏中证红利质量ETF(159758)"
A股,931591,2020/11/9,1000成长创新,成长,-19.05%,-41.39%,-27.60%,"华夏中证智选1000成长创新策略ETF发起式联接A(018334), 华夏中证智选1000成长创新策略ETF发起式联接C(018335), 华夏中证智选1000成长创新策略ETF(562520)"
A股,859,2019/5/16,国企一带一路,价值,-18.63%,-34.37%,-19.34%,"富国中证国企一带一路ETF联接A(007786), 富国中证国企一带一路ETF联接C(007787), 易方达中证国企一带一路ETF联接发起式A(007788), 易方达中证国企一带一路ETF联接发起式C(007789), 汇添富中证国企一带一路ETF联接A(008907), 汇添富中证国企一带一路ETF联接C(008908), 易方达中证国企一带一路ETF(515110), 富国中证国企一带一路ETF(515150), 添富中证国企一带一路ETF(515990)"
A股,18,2007/12/10,180金融,价值,-18.42%,-44.15%,-31.54%,"国泰上证180金融ETF联接C(014994), 国泰上证180金融ETF联接A(020021), 国泰上证180金融ETF(510230)"
A股,399437,2014/12/30,证券龙头,周期,-18.42%,-49.16%,-37.68%,"宝盈国证证券龙头指数发起式A(015859), 宝盈国证证券龙头指数发起式C(015860), 龙头券商(159993)"
A股,930697,2015/7/7,家用电器,成长,-18.00%,-42.54%,-29.93%,"广发中证全指家用电器ETF联接A(005063), 广发中证全指家用电器ETF联接C(005064), 国泰中证全指家用电器ETF联接A(008713), 国泰中证全指家用电器ETF联接C(008714), 富国中证全指家用电器ETF发起式联接A(017226), 富国中证全指家用电器ETF发起式联接C(017227), 嘉实中证全指家用电器指数发起式A(018564), 嘉实中证全指家用电器指数发起式C(018565), 广发中证全指家用电器ETF(560880), 富国中证全指家用电器ETF(561120), 国泰中证全指家用电器ETF(159996)"
A股,930914,2016/11/25,港股通高股息,价值,-17.06%,-49.12%,-38.65%,"华泰柏瑞中证港股通高股息投资ETF发起式联接A(018387), 华泰柏瑞中证港股通高股息投资ETF发起式联接C(018388), 汇添富中证港股通高股息投资ETF联接（LOF）A(501305), 汇添富中证港股通高股息投资ETF联接（LOF）C(501306), 港股红利(513530), 汇添富中证港股通高股息投资ETF(513820), 国泰中证港股通高股息投资ETF(159331)"
A股,68,2010/5/28,上证资源,价值,-16.18%,-59.35%,-51.50%,"博时上证自然资源ETF联接C(019910), 博时上证自然资源ETF联接A(050024), 博时上证自然资源ETF(510410)"
A股,H30015,2012/12/21,800汽车,成长,-16.07%,-41.31%,-30.07%,"国泰中证800汽车与零部件ETF发起联接A(012973), 国泰中证800汽车与零部件ETF发起联接C(012974), 国泰中证800汽车与零部件ETF发起联接E(021689), 国泰中证800汽车与零部件ETF(516110)"
A股,399809,2015/2/13,保险主题,价值,-15.65%,-50.70%,-41.55%,"方正富邦中证保险C(018099), 方正富邦中证保险A(167301)"
A股,29,2009/1/9,180价值,价值,-14.43%,-40.69%,-30.69%,"华宝上证180价值ETF联接(240016), 上证180价值ETF(510030)"
A股,931402,2020/1/14,证券先锋,周期,-14.04%,-43.79%,-34.61%,华富中证证券公司先锋策略ETF(516980)
A股,698,2023/8/7,科创100,成长,-14.03%,-40.42%,-30.70%,"博时上证科创板100ETF联接A(019857), 博时上证科创板100ETF联接C(019858), 银华上证科创板100ETF联接A(019859), 银华上证科创板100ETF联接C(019860), 鹏华上证科创100ETF联接A(019861), 鹏华上证科创100ETF联接C(019862), 国泰上证科创板100ETF发起联接A(019866), 国泰上证科创板100ETF发起联接C(019867), 华夏上证科创板100ETF联接A(020291), 华夏上证科创板100ETF联接C(020292), 易方达上证科创板100ETF联接发起式A(020293), 易方达上证科创板100ETF联接发起式C(020294), 华泰柏瑞上证科创板100ETF发起式联接A(020320), 华泰柏瑞上证科创板100ETF发起式联接C(020321), 南方上证科创板100ETF联接A(020683), 南方上证科创板100ETF联接C(020684), 永赢上证科创板100指数增强发起A(021278), 永赢上证科创板100指数增强发起C(021279), 天弘上证科创板100指数增强发起A(021385), 天弘上证科创板100指数增强发起C(021386), 中欧上证科创板100指数发起A(021660), 中欧上证科创板100指数发起C(021661), 博时科创100ETF(588030), 国泰上证科创板100ETF(588120), 科创100(588190), 易方达上证科创板100ETF(588210), 科创100ETF基金(588220), 易方达上证科创板100增强策略ETF(588500), 广发上证科创板100增强策略ETF(588680), 华夏上证科创板100ETF(588800), 科创指数(588880), 南方上证科创板100ETF(588900)"
A股,922,2008/5/26,中证红利,价值,-13.02%,-46.51%,-38.50%,"大成中证红利指数C(007801), 富国中证红利指数增强C(008682), 南方高股息主题股票A(008736), 南方高股息主题股票C(008737), 易方达中证红利ETF联接发起式A(009051), 易方达中证红利ETF联接发起式C(009052), 招商中证红利ETF联接A(012643), 招商中证红利ETF联接C(012644), 万家中证红利ETF联接C(015558), 汇添富中证红利ETF发起式联接A(020195), 汇添富中证红利ETF发起式联接C(020196), 博时中证红利ETF发起式联接A(021099), 博时中证红利ETF发起式联接C(021100), 广发中证红利ETF发起式联接A(021399), 大成中证红利指数A(090010), 富国中证红利指数增强A/B(100032), 招商中证红利ETF(515080), 易方达中证红利ETF(515180), 博时中证红利ETF(515890), 汇添富中证红利ETF(560020), 万家中证红利ETF(159581), 广发中证红利ETF(159589), 万家中证红利ETF联接A(161907)"
A股,930782,2016/2/4,500SNLV,价值,-12.80%,-37.10%,-27.87%,"景顺长城中证500行业中性低波动指数A(003318), 景顺长城中证500行业中性低波动指数C(019359), 华安中证500低波ETF(512260)"
A股,919,2008/1/21,300价值,价值,-12.65%,-40.77%,-32.19%,"申万菱信沪深300价值指数C(007800), 银河沪深300价值指数C(013074), 申万菱信沪深300价值指数A(310398), 银河沪深300价值指数A(519671), 申万菱信沪深300价值ETF(560330), 300价值A(562320)"
A股,931144,2019/5/30,通信技术,成长,-12.47%,-49.04%,-41.78%,"东财通信A(008326), 东财通信C(008327)"
港股,HSCSOE,2023/1/1,恒生中国央企指数,价值,-11.43%,-25.23%,-15.58%,鹏华恒生中国央企ETF（QDII)(513170)
A股,399986,2013/7/15,中证银行,价值,-11.31%,-37.08%,-29.06%,"天弘中证银行ETF联接A(001594), 天弘中证银行ETF联接C(001595), 南方中证银行ETF发起联接A(004597), 南方中证银行ETF发起联接C(004598), 华宝银行ETF联接C(006697), 汇添富中证银行ETF联接A(007153), 汇添富中证银行ETF联接C(007154), 华夏中证银行ETF联接A(008298), 华夏中证银行ETF联接C(008299), 易方达中证银行ETF联接（LOF）C(009860), 东财中证银行指数A(011971), 东财中证银行指数C(011972), 鹏华银行C(012042), 南方中证银行ETF发起联接E(012547), 富国中证银行指数C(013330), 招商中证银行指数C(014028), 华安中证银行ETF联接C(014983), 东财中证银行指数E(021129), 华安中证银行ETF联接A(160418), 博时中证银行指数A(160517), 招商中证银行指数A(161723), 华宝银行ETF联接A(240019), 南方中证银行ETF(512700), 银行FUND(512730), 华宝中证银行ETF(512800), 中证银行ETF(512820), 华夏中证银行ETF(515020), 富国中证银行ETF(515280), 天弘中证银行ETF(515290), 华安中证银行ETF(516210), 易方达中证银行ETF(516310), 鹏华银行A(160631), 富国中证银行指数A(161029), 易方达中证银行ETF联接（LOF）A(161121)"
A股,925,2009/2/26,基本面50,价值,-11.10%,-40.16%,-32.69%,"嘉实基本面50指数(LOF)C(160725), 嘉实基本面50ETF(512750), 嘉实基本面50指数(LOF)A(160716)"
A股,931865,2019/3/20,中证半导,成长,-10.32%,-46.68%,-40.54%,"嘉实中证半导体指数增强发起式A(014854), 嘉实中证半导体指数增强发起式C(014855), 招商中证半导体产业ETF发起式联接A(020464), 招商中证半导体产业ETF发起式联接C(020465), 南方中证半导体产业指数发起A(020839), 南方中证半导体产业指数发起C(020840), 华泰紫金中证半导体产业指数型发起 A(021718), 华泰紫金中证半导体产业指数型发起 C(021719), 招商中证半导体产业ETF(561980), 博时中证半导体产业ETF(159582)"
A股,860,2018/3/26,结构调整,价值,-9.84%,-26.49%,-18.47%,"华夏中证央企ETF联接A(006196), 华夏中证央企ETF联接C(006197), 博时央调ETF联接A(006438), 博时央调ETF联接C(006439), 华夏中证央企ETF(512950), 博时央企结构调整ETF(512960), 央企ETF(159959)"
A股,399850,2023/10/18,深证50,成长,-9.78%,-16.67%,-7.64%,"富国深证50ETF发起式联接A(020513), 富国深证50ETF发起式联接C(020514), 易方达深证50ETF联接发起式A(020517), 易方达深证50ETF联接发起式C(020518), 易方达深证50ETF(159150), 富国深证50ETF(159350)"
A股,685,2022/6/13,科创芯片,成长,-9.49%,-47.98%,-42.53%,"嘉实上证科创板芯片ETF发起联接A(017469), 嘉实上证科创板芯片ETF发起联接C(017470), 华安上证科创板芯片ETF发起式联接A(017559), 华安上证科创板芯片ETF发起式联接C(017560), 汇添富上证科创板芯片指数发起A(020628), 汇添富上证科创板芯片指数发起C(020629), 易方达上证科创板芯片指数发起式A(020670), 易方达上证科创板芯片指数发起式C(020671), 华宝上证科创板芯片指数发起A(021224), 南方上证科创板芯片ETF发起联接A(021607), 南方上证科创板芯片ETF发起联接C(021608), 嘉实上证科创板芯片ETF(588200), 华安上证科创板芯片ETF(588290), 南方上证科创板芯片ETF(588890)"
A股,930986,2017/6/22,金融科技,成长,-9.30%,-53.03%,-48.21%,"华宝中证金融科技主题ETF发起式联接A(013477), 华宝中证金融科技主题ETF发起式联接C(013478), 华夏中证金融科技主题ETF(516100), 博时金融科技ETF(516860), 华宝中证金融科技主题ETF(159851)"
A股,H30199,2013/7/15,电力指数,价值,-8.92%,-41.17%,-35.41%,"广发中证全指电力ETF发起式联接A(016185), 广发中证全指电力ETF发起式联接C(016186), 博时中证全指电力ETF发起式联接A(017481), 博时中证全指电力ETF发起式联接C(017482), 华泰柏瑞中证全指电力ETF发起式联接A(018172), 华泰柏瑞中证全指电力ETF发起式联接C(018173), 南方中证全指电力公用事业ETF发起联接A(021752), 南方中证全指电力公用事业ETF发起联接C(021753), 南方中证全指电力公用事业ETF(560580), 电力ETF(561560), 博时中证全指电力公用事业ETF(561700), 电力(562350), 广发中证全指电力ETF(159611)"
A股,932000,2023/8/11,中证2000,成长,-8.64%,-36.40%,-30.39%,"华泰柏瑞中证2000ETF发起式联接A(019870), 华泰柏瑞中证2000ETF发起式联接C(019871), 华夏中证2000ETF发起式联接A(019891), 华夏中证2000ETF发起式联接C(019892), 招商中证2000指数增强A(019918), 招商中证2000指数增强C(019919), 华泰柏瑞中证2000指数增强A(019923), 华泰柏瑞中证2000指数增强C(019924), 广发中证2000ETF(560220), 国泰中证2000ETF(561370), 华夏中证2000ETF(562660), 富国中证2000ETF(563200), 中证2000(563300), 南方中证2000ETF(159531), 易方达中证2000ETF(159532), 博时中证2000ETF(159533), 嘉实中证2000ETF(159535), 汇添富中证2000ETF(159536), 招商中证2000增强策略ETF(159552), 海富通中证2000增强策略ETF(159553), 2000增强ETF(159555), 平安中证2000增强策略ETF(159556)"
A股,931587,2020/11/9,500价值稳健,中盘价值,-8.28%,-26.16%,-19.49%,"华夏中证智选500价值稳健策略ETF发起式联接A(019001), 华夏中证智选500价值稳健策略ETF发起式联接C(019002), 华夏中证智选500价值稳健策略ETF(159617)"
A股,151,2012/7/20,上国红利,价值,-7.90%,-44.08%,-39.28%,"国泰上证国有企业红利ETF发起联接A(021701), 国泰上证国有企业红利ETF发起联接C(021702), 国泰上证国有企业红利ETF(510720)"
A股,930050,2024/1/2,中证A50,价值,-7.40%,-13.30%,-6.37%,"摩根中证A50ETF发起式联接A(021177), 摩根中证A50ETF发起式联接C(021178), 平安中证A50ETF联接A(021183), 平安中证A50ETF联接C(021184), 易方达中证A50ETF联接发起式A(021206), 易方达中证A50ETF联接发起式C(021207), 银华中证A50ETF联接A(021208), 银华中证A50ETF联接C(021209), 富国中证A50ETF发起式联接A(021210), 富国中证A50ETF发起式联接C(021211), 大成中证A50ETF联接A(021212), 大成中证A50ETF联接C(021213), 嘉实中证A50ETF联接A(021214), 嘉实中证A50ETF联接C(021215), 华宝中证A50ETF发起式联接A(021216), 华宝中证A50ETF发起式联接C(021217), 华泰柏瑞中证A50ETF发起式联接A(021222), 华泰柏瑞中证A50ETF发起式联接C(021223), 工银中证A50ETF联接A(021231), 工银中证A50ETF联接C(021232), 博时中证A50指数发起式A(021233), 浦银安盛中证A50指数增强A(021256), 浦银安盛中证A50指数增强C(021257), 大成中证A50ETF联接E(021359), 中欧中证A50指数A(021889), 中欧中证A50指数C(021890), 摩根中证A50ETF(560350), 中证A50ETF基金(561230), 嘉实中证A50ETF(562890), 易方达中证A50ETF(563080), 中证A50(563350), 富国中证A50ETF(159591), A50ETF基金(159592), 平安中证A50ETF(159593), 大成中证A50ETF(159595), 华宝中证A50ETF(159596)"
A股,931008,2013/7/15,汽车指数,成长,-7.03%,-46.17%,-42.10%,"广发中证全指汽车指数A(004854), 广发中证全指汽车指数C(004855), 南方中证全指汽车指数发起A(021770), 广发中证全指汽车ETF(159512)"
A股,930794,2016/4/22,中美互联网,成长,-6.85%,-55.83%,-52.58%,"天弘中证中美互联网A(009225), 天弘中证中美互联网C(009226)"
A股,931588,2020/11/9,1000价值稳健,价值,-6.46%,-26.51%,-21.43%,"华夏中证智选1000价值稳健策略ETF发起式联接A(018732), 华夏中证智选1000价值稳健策略ETF发起式联接C(018733), 华夏中证智选1000价值稳健策略ETF(562530)"
A股,931160,2013/7/15,通信设备,成长,-6.28%,-49.42%,-46.03%,"国泰中证全指通信设备ETF联接A(007817), 国泰中证全指通信设备ETF联接C(007818), 博时中证全指通信设备指数发起式A(020691), 博时中证全指通信设备指数发起式C(020692), 天弘中证全指通信设备指数发起A(020899), 天弘中证全指通信设备指数发起C(020900), 国泰中证全指通信设备ETF(515880)"
A股,931052,2017/12/8,国信价值,价值,-6.18%,-31.89%,-27.40%,"富国中证价值ETF联接A(006748), 富国中证价值ETF联接C(007191), 富国中证价值ETF(512040)"
A股,861,2019/5/16,央企创新,价值,-5.61%,-24.64%,-20.16%,"广发央企创新驱动ETF联接A(007784), 广发央企创新驱动ETF联接C(007785), 嘉实央企创新驱动ETF联接A(007792), 嘉实央企创新驱动ETF联接C(007793), 博时央创ETF联接A(007796), 博时央创ETF联接C(007797), 富国中证央企创新驱动ETF联接A(007809), 富国中证央企创新驱动ETF联接C(007810), 广发中证央企创新驱动ETF(515600), 嘉实央企创新驱动ETF(515680), 博时央企创新ETF(515900), 富国中证央企创新驱动ETF(159974)"
A股,932039,2022/11/16,央企股东回报,价值,-5.47%,-22.03%,-17.52%,"汇添富中证国新央企股东回报ETF联接A(019365), 汇添富中证国新央企股东回报ETF联接C(019366), 广发中证国新央企股东回报ETF发起式联接A(019428), 广发中证国新央企股东回报ETF发起式联接C(019429), 招商中证国新央企股东回报ETF发起式联接A(019544), 招商中证国新央企股东回报ETF发起式联接C(019545), 汇添富中证国新央企股东回报ETF(560070), 广发中证国新央企股东回报ETF(560700), 招商中证国新央企股东回报ETF(561960)"
A股,930955,2017/5/26,红利低波100,价值,-5.45%,-28.63%,-24.52%,"天弘中证红利低波动100ETF联接A(008114), 天弘中证红利低波动100ETF联接C(008115), 景顺长城中证红利低波动100ETF联接A(016128), 景顺长城中证红利低波动100ETF联接C(016129), 博时中证红利低波动100指数发起式A(019853), 博时中证红利低波动100指数发起式C(019854), 交银中证红利低波动100指数A(020156), 交银中证红利低波动100指数C(020157), 招商中证红利低波动100指数发起式A(020672), 招商中证红利低波动100指数发起式C(020673), 中欧中证红利低波动100指数发起A(021375), 中欧中证红利低波动100指数发起C(021376), 银河中证红利低波动100指数A(021388), 银河中证红利低波动100指数C(021389), 博时中证红利低波动100ETF联接A(021550), 博时中证红利低波动100ETF联接C(021551), 景顺长城中证红利低波动100ETF(515100), 大成中证红利低波动100ETF(560520), 博时中证红利低波100ETF(159307), 天弘中证红利低波动100ETF(159549)"
A股,930740,2018/12/4,300红利LV,价值,-5.41%,-23.91%,-19.56%,"嘉实沪深300红利低波动ETF联接A(007605), 嘉实沪深300红利低波动ETF联接C(007606), 嘉实沪深300红利低波动ETF(515300)"
A股,H30269,2013/12/19,红利低波,价值,-5.16%,-43.62%,-40.55%,"创金合信中证红利低波动指数A(005561), 创金合信中证红利低波动指数C(005562), 华泰柏瑞中证红利低波ETF联接A(007466), 华泰柏瑞中证红利低波ETF联接C(007467), 华安中证红利低波动指数发起式A(019911), 华安中证红利低波动指数发起式C(019912), 易方达中证红利低波动ETF联接发起式A(020602), 易方达中证红利低波动ETF联接发起式C(020603), 华夏中证红利低波动ETF发起式联接A(021482), 华夏中证红利低波动ETF发起式联接C(021483), 红利低波(512890), 红利TK(560150), 易方达中证红利低波动ETF(563020), 富国中证红利低波动ETF(159525), 华夏中证红利低波动ETF(159547)"
A股,824,2012/7/20,国企红利,价值,-4.99%,-44.51%,-41.60%,"西部利得国企红利指数增强C(009439), 鹏扬中证国有企业红利ETF联接A(020115), 鹏扬中证国有企业红利ETF联接C(020116), 华安中证国有企业红利ETF发起式联接A(020461), 华安中证国有企业红利ETF发起式联接C(020462), 西部利得国企红利指数增强A（场内简称：国企红利LOF）(501059), 华安中证国有企业红利ETF(561060), 鹏扬中证国有企业红利ETF(159515)"
A股,931446,2020/4/21,东证红利低波,价值,-4.76%,-15.34%,-11.11%,"东方红中证东方红红利低波动指数A(012708), 东方红中证东方红红利低波动指数C(012709)"
A股,821,2012/7/20,300红利,价值,-4.30%,-40.47%,-37.80%,"建信沪深300红利ETF发起式联接A(012712), 建信沪深300红利ETF发起式联接C(012713), 建信沪深300红利ETF(512530)"
A股,H50040,2014/3/21,上红低波,价值,-4.25%,-30.36%,-27.27%,"平安上证红利低波动指数A(020456), 平安上证红利低波动指数C(020457)"
A股,931235,2022/7/21,中证电信,成长,-3.47%,-25.03%,-22.34%,"易方达中证电信主题ETF联接发起式A(019141), 易方达中证电信主题ETF联接发起式C(019142), 汇添富中证电信主题ETF发起式联接A(020632), 汇添富中证电信主题ETF发起式联接C(020633), 汇添富中证电信主题ETF(560300), 电信ETF基金(560690), 易方达中证电信主题ETF(563010)"
A股,399019,2023/11/15,创业200,成长,-2.66%,-36.18%,-34.44%,"富国创业板中盘200ETF发起式联接A(020667), 富国创业板中盘200ETF发起式联接C(020668), 易方达创业板中盘200ETF联接A(020732), 易方达创业板中盘200ETF联接C(020733), 华夏创业板中盘200ETF发起式联接A(020837), 华夏创业板中盘200ETF发起式联接C(020838), 富国创业板中盘200ETF(159571), 易方达创业板中盘200ETF(159572), 华夏创业板中盘200ETF(159573), 创业板200ETF银华(159575)"
A股,899050,2022/11/21,北证50,成长,0.08%,-45.73%,-45.77%,"广发北证50成份指数A(017512), 广发北证50成份指数C(017513), 易方达北证50成份指数A(017515), 易方达北证50成份指数C(017516), 招商北证50成份指数发起式A(017517), 招商北证50成份指数发起式C(017518), 汇添富北证50成份指数A(017519), 汇添富北证50成份指数C(017520), 富国北证50成份指数A(017521), 富国北证50成份指数C(017522), 南方北证50成份指数发起A(017523), 南方北证50成份指数发起C(017524), 华夏北证50成份指数A(017525), 华夏北证50成份指数C(017526), 嘉实北证50成份指数A(017527), 嘉实北证50成份指数C(017528), 工银北证50成份指数A(018112), 工银北证50成份指数C(018113), 鹏扬北证50成份指数A(018114), 鹏扬北证50成份指数C(018115), 万家北证50成份指数发起式A(018120), 万家北证50成份指数发起式C(018121), 博时北证50成份指数发起式A(018128), 博时北证50成份指数发起式C(018129), 创金合信北证50成份指数增强A(019993), 创金合信北证50成份指数增强C(019994), 东财北证50指数发起式A(020828), 东财北证50指数发起式C(020829), 华安北证50成份指数发起式A(021172), 中欧北证50成份指数发起A(021298), 中欧北证50成份指数发起C(021299)"